sport,playerName,aliases,careerStage,roleTier,positionGroup,lastUpdated
NFL,Christian McCaffrey,,PRIME,FRANCHISE_CORE,RB,2025-12-22
NFL,Bijan Robinson,,PRIME,FRANCHISE_CORE,RB,2025-12-22
NFL,Jonathan Taylor,,PRIME,FRANCHISE_CORE,RB,2025-12-22
NFL,Breece Hall,,PRIME,FRANCHISE_CORE,RB,2025-12-22
NFL,Saquon Barkley,,PRIME,FRANCHISE_CORE,RB,2025-12-22
NFL,Derrick Henry,,PRIME,FRANCHISE_CORE,RB,2025-12-22
NFL,Jahmyr Gibbs,,PRIME,FRANCHISE_CORE,RB,2025-12-22
NFL,Isiah Pacheco,,PRIME,FRANCHISE_CORE,RB,2025-12-22
NFL,Kenneth Walker,,PRIME,FRANCHISE_CORE,RB,2025-12-22
NFL,Rhamondre Stevenson,,PRIME,FRANCHISE_CORE,RB,2025-12-22
NFL,Travis Kelce,,PRIME,FRANCHISE_CORE,TE,2025-12-22
NFL,George Kittle,,PRIME,FRANCHISE_CORE,TE,2025-12-22
NFL,Mark Andrews,,PRIME,FRANCHISE_CORE,TE,2025-12-22
NFL,Sam LaPorta,,PRIME,FRANCHISE_CORE,TE,2025-12-22
NFL,T.J. Hockenson,,PRIME,FRANCHISE_CORE,TE,2025-12-22
NFL,Mike Evans,,PRIME,SOLID_STARTER,UNKNOWN,2025-12-22
NFL,Chris Godwin,,PRIME,SOLID_STARTER,UNKNOWN,2025-12-22
NFL,Terry McLaurin,,PRIME,SOLID_STARTER,UNKNOWN,2025-12-22
NFL,Keenan Allen,,PRIME,SOLID_STARTER,UNKNOWN,2025-12-22
NFL,Deebo Samuel,,PRIME,SOLID_STARTER,UNKNOWN,2025-12-22
NFL,Brandon Aiyuk,,PRIME,SOLID_STARTER,UNKNOWN,2025-12-22
NFL,Tee Higgins,,PRIME,SOLID_STARTER,UNKNOWN,2025-12-22
NFL,Chris Olave,,PRIME,SOLID_STARTER,UNKNOWN,2025-12-22
NFL,Zay Flowers,,PRIME,SOLID_STARTER,UNKNOWN,2025-12-22
NFL,Jordan Addison,,PRIME,SOLID_STARTER,UNKNOWN,2025-12-22
NFL,George Pickens,,PRIME,SOLID_STARTER,UNKNOWN,2025-12-22
NFL,Jameson Williams,,PRIME,SOLID_STARTER,UNKNOWN,2025-12-22
NFL,Amari Cooper,,PRIME,SOLID_STARTER,UNKNOWN,2025-12-22
NFL,Calvin Ridley,,PRIME,SOLID_STARTER,UNKNOWN,2025-12-22
NFL,Diontae Johnson,,PRIME,SOLID_STARTER,UNKNOWN,2025-12-22
NFL,Michael Pittman Jr.,,PRIME,SOLID_STARTER,UNKNOWN,2025-12-22
NFL,Nico Collins,,PRIME,SOLID_STARTER,UNKNOWN,2025-12-22
NFL,Tank Dell,,PRIME,SOLID_STARTER,UNKNOWN,2025-12-22
NFL,Dalton Kincaid,,PRIME,SOLID_STARTER,UNKNOWN,2025-12-22
NFL,Kyle Pitts,,PRIME,SOLID_STARTER,UNKNOWN,2025-12-22
NFL,Evan Engram,,PRIME,SOLID_STARTER,UNKNOWN,2025-12-22
NFL,Dallas Goedert,,PRIME,SOLID_STARTER,UNKNOWN,2025-12-22
NFL,Rachaad White,,PRIME,SOLID_STARTER,UNKNOWN,2025-12-22
NFL,James Cook,,PRIME,SOLID_STARTER,UNKNOWN,2025-12-22
NFL,Josh Jacobs,,PRIME,SOLID_STARTER,UNKNOWN,2025-12-22
NFL,Aaron Jones,,PRIME,SOLID_STARTER,UNKNOWN,2025-12-22
NFL,Alvin Kamara,,PRIME,SOLID_STARTER,UNKNOWN,2025-12-22
NFL,Joe Mixon,,PRIME,SOLID_STARTER,UNKNOWN,2025-12-22
NFL,Tony Pollard,,PRIME,SOLID_STARTER,UNKNOWN,2025-12-22
NFL,David Montgomery,,PRIME,SOLID_STARTER,UNKNOWN,2025-12-22
NFL,Najee Harris,,PRIME,SOLID_STARTER,UNKNOWN,2025-12-22
NFL,Jaylen Warren,,PRIME,SOLID_STARTER,UNKNOWN,2025-12-22
NFL,Brian Robinson Jr.,,PRIME,SOLID_STARTER,UNKNOWN,2025-12-22
NFL,Caleb Williams,,YEAR_2,UNCERTAIN_ROLE,UNKNOWN,2025-12-22
NFL,Jayden Daniels,,YEAR_2,UNCERTAIN_ROLE,UNKNOWN,2025-12-22
NFL,Bryce Young,,YEAR_2,UNCERTAIN_ROLE,UNKNOWN,2025-12-22
NFL,Anthony Richardson,,YEAR_2,UNCERTAIN_ROLE,UNKNOWN,2025-12-22
NFL,Bo Nix,,YEAR_2,UNCERTAIN_ROLE,UNKNOWN,2025-12-22
NFL,Drake Maye,,YEAR_2,UNCERTAIN_ROLE,UNKNOWN,2025-12-22
NFL,Michael Penix Jr.,,YEAR_2,UNCERTAIN_ROLE,UNKNOWN,2025-12-22
NFL,Marvin Harrison Jr.,,YEAR_2,UNCERTAIN_ROLE,UNKNOWN,2025-12-22
NFL,Brock Bowers,,YEAR_2,UNCERTAIN_ROLE,UNKNOWN,2025-12-22
NFL,Rome Odunze,,YEAR_2,UNCERTAIN_ROLE,UNKNOWN,2025-12-22
NFL,Malik Nabers,,YEAR_2,UNCERTAIN_ROLE,UNKNOWN,2025-12-22
NFL,Jaxon Smith-Njigba,,YEAR_2,UNCERTAIN_ROLE,UNKNOWN,2025-12-22
NFL,Rashee Rice,,YEAR_2,UNCERTAIN_ROLE,UNKNOWN,2025-12-22
NFL,Quentin Johnston,,YEAR_2,UNCERTAIN_ROLE,UNKNOWN,2025-12-22
NFL,Zach Charbonnet,,YEAR_2,UNCERTAIN_ROLE,UNKNOWN,2025-12-22
NFL,Tyjae Spears,,YEAR_2,UNCERTAIN_ROLE,UNKNOWN,2025-12-22
NFL,Roschon Johnson,,YEAR_2,UNCERTAIN_ROLE,UNKNOWN,2025-12-22
NFL,Kendre Miller,,YEAR_2,UNCERTAIN_ROLE,UNKNOWN,2025-12-22
NFL,Chase Brown,,YEAR_2,UNCERTAIN_ROLE,UNKNOWN,2025-12-22
NFL,Jaleel McLaughlin,,YEAR_2,UNCERTAIN_ROLE,UNKNOWN,2025-12-22
NFL,Tyler Allgeier,,YEAR_2,UNCERTAIN_ROLE,UNKNOWN,2025-12-22
NFL,Kenny Pickett,,PRIME,BACKUP_OR_FRINGE,QB,2025-12-22
NFL,Mac Jones,,PRIME,BACKUP_OR_FRINGE,QB,2025-12-22
NFL,Desmond Ridder,,PRIME,BACKUP_OR_FRINGE,QB,2025-12-22
NFL,Trey Lance,,PRIME,BACKUP_OR_FRINGE,QB,2025-12-22
NFL,Sam Darnold,,PRIME,BACKUP_OR_FRINGE,QB,2025-12-22
NFL,Jimmy Garoppolo,,PRIME,BACKUP_OR_FRINGE,QB,2025-12-22
NFL,Jameis Winston,,PRIME,BACKUP_OR_FRINGE,QB,2025-12-22
NFL,Daniel Jones,,PRIME,BACKUP_OR_FRINGE,QB,2025-12-22
NFL,Josh Rosen,,PRIME,BACKUP_OR_FRINGE,QB,2025-12-22
NFL,Johnny Manziel,,PRIME,BACKUP_OR_FRINGE,QB,2025-12-22
NFL,JaMarcus Russell,,PRIME,BACKUP_OR_FRINGE,QB,2025-12-22
NFL,Ryan Leaf,,PRIME,BACKUP_OR_FRINGE,QB,2025-12-22
NFL,Baker Mayfield,,PRIME,SOLID_STARTER,UNKNOWN,2025-12-22
NFL,Russell Wilson,,PRIME,SOLID_STARTER,UNKNOWN,2025-12-22
NFL,Matthew Stafford,,PRIME,SOLID_STARTER,UNKNOWN,2025-12-22
NFL,Kirk Cousins,,PRIME,SOLID_STARTER,UNKNOWN,2025-12-22
NFL,Aaron Rodgers,,PRIME,SOLID_STARTER,UNKNOWN,2025-12-22
NFL,Justin Fields,,PRIME,SOLID_STARTER,UNKNOWN,2025-12-22
NFL,Geno Smith,,PRIME,SOLID_STARTER,UNKNOWN,2025-12-22
NFL,Derek Carr,,PRIME,SOLID_STARTER,UNKNOWN,2025-12-22
NFL,Gardner Minshew,,PRIME,SOLID_STARTER,UNKNOWN,2025-12-22
NFL,Andy Dalton,,PRIME,SOLID_STARTER,UNKNOWN,2025-12-22
NFL,Joe Flacco,,PRIME,SOLID_STARTER,UNKNOWN,2025-12-22
NFL,Clyde Edwards-Helaire,,PRIME,SOLID_STARTER,UNKNOWN,2025-12-22
NFL,Antonio Gibson,,PRIME,SOLID_STARTER,UNKNOWN,2025-12-22
NFL,Alexander Mattison,,PRIME,SOLID_STARTER,UNKNOWN,2025-12-22
NFL,Latavius Murray,,PRIME,SOLID_STARTER,UNKNOWN,2025-12-22
NFL,Allen Lazard,,PRIME,SOLID_STARTER,UNKNOWN,2025-12-22
NFL,Brandin Cooks,,PRIME,SOLID_STARTER,UNKNOWN,2025-12-22
NFL,Courtland Sutton,,PRIME,SOLID_STARTER,UNKNOWN,2025-12-22
NFL,Jakobi Meyers,,PRIME,SOLID_STARTER,UNKNOWN,2025-12-22
NFL,Tyler Lockett,,PRIME,SOLID_STARTER,UNKNOWN,2025-12-22
NFL,Hunter Henry,,PRIME,SOLID_STARTER,UNKNOWN,2025-12-22
NFL,Pat Freiermuth,,PRIME,SOLID_STARTER,UNKNOWN,2025-12-22
NFL,Cole Kmet,,PRIME,SOLID_STARTER,UNKNOWN,2025-12-22
NFL,Dalvin Cook,,PRIME,SOLID_STARTER,UNKNOWN,2025-12-22
NFL,Ezekiel Elliott,,PRIME,SOLID_STARTER,UNKNOWN,2025-12-22
NFL,DeAndre Hopkins,,PRIME,SOLID_STARTER,UNKNOWN,2025-12-22
NFL,Odell Beckham Jr.,,PRIME,SOLID_STARTER,UNKNOWN,2025-12-22
NFL,JuJu Smith-Schuster,,PRIME,SOLID_STARTER,UNKNOWN,2025-12-22
NFL,Mike Williams,,PRIME,SOLID_STARTER,UNKNOWN,2025-12-22
NFL,Tyler Boyd,,PRIME,SOLID_STARTER,UNKNOWN,2025-12-22
NFL,Curtis Samuel,,PRIME,SOLID_STARTER,UNKNOWN,2025-12-22
NFL,Isaiah Likely,,PRIME,SOLID_STARTER,UNKNOWN,2025-12-22
NFL,Darnell Mooney,,PRIME,SOLID_STARTER,UNKNOWN,2025-12-22
NFL,Michael Wilson,,PRIME,SOLID_STARTER,UNKNOWN,2025-12-22
NFL,Elijah Moore,,PRIME,SOLID_STARTER,UNKNOWN,2025-12-22
NFL,Wan'Dale Robinson,,PRIME,SOLID_STARTER,UNKNOWN,2025-12-22
NFL,Adam Thielen,,PRIME,SOLID_STARTER,UNKNOWN,2025-12-22
NFL,Zach Ertz,,PRIME,SOLID_STARTER,UNKNOWN,2025-12-22
NFL,Gerald Everett,,PRIME,SOLID_STARTER,UNKNOWN,2025-12-22
NFL,Tyler Higbee,,PRIME,SOLID_STARTER,UNKNOWN,2025-12-22
NFL,Noah Fant,,PRIME,SOLID_STARTER,UNKNOWN,2025-12-22
NFL,AJ Dillon,,PRIME,SOLID_STARTER,UNKNOWN,2025-12-22
NFL,Kareem Hunt,,PRIME,SOLID_STARTER,UNKNOWN,2025-12-22
NFL,Leonard Fournette,,PRIME,SOLID_STARTER,UNKNOWN,2025-12-22
