sport,playerName,aliases,careerStage,roleTier,positionGroup,lastUpdated
NHL,Steven Stamkos,,PRIME,SOLID_STARTER,UNKNOWN,2025-12-22
NHL,John Tavares,,PRIME,SOLID_STARTER,UNKNOWN,2025-12-22
NHL,Anze Kopitar,,PRIME,SOLID_STARTER,UNKNOWN,2025-12-22
NHL,Brad Marchand,,PRIME,SOLID_STARTER,UNKNOWN,2025-12-22
NHL,William Nylander,,PRIME,SOLID_STARTER,UNKNOWN,2025-12-22
NHL,Mark Stone,,PRIME,SOLID_STARTER,UNKNOWN,2025-12-22
NHL,Roman Josi,,PRIME,SOLID_STARTER,UNKNOWN,2025-12-22
NHL,Adam Fox,,PRIME,SOLID_STARTER,UNKNOWN,2025-12-22
NHL,Miro Heiskanen,,PRIME,SOLID_STARTER,UNKNOWN,2025-12-22
NHL,Rasmus Dahlin,,PRIME,SOLID_STARTER,UNKNOWN,2025-12-22
NHL,Charlie McAvoy,,PRIME,SOLID_STARTER,UNKNOWN,2025-12-22
NHL,Tage Thompson,,PRIME,SOLID_STARTER,UNKNOWN,2025-12-22
NHL,Jake Guentzel,,PRIME,SOLID_STARTER,UNKNOWN,2025-12-22
NHL,Jason Robertson,,PRIME,SOLID_STARTER,UNKNOWN,2025-12-22
NHL,Connor Bedard,,YEAR_2,UNCERTAIN_ROLE,UNKNOWN,2025-12-22
NHL,Matvei Michkov,,YEAR_2,UNCERTAIN_ROLE,UNKNOWN,2025-12-22
NHL,Leo Carlsson,,YEAR_2,UNCERTAIN_ROLE,UNKNOWN,2025-12-22
NHL,Adam Fantilli,,YEAR_2,UNCERTAIN_ROLE,UNKNOWN,2025-12-22
NHL,Macklin Celebrini,,YEAR_2,UNCERTAIN_ROLE,UNKNOWN,2025-12-22
NHL,Logan Cooley,,YEAR_2,UNCERTAIN_ROLE,UNKNOWN,2025-12-22
NHL,Juraj Slafkovsky,,YEAR_2,UNCERTAIN_ROLE,UNKNOWN,2025-12-22
NHL,Shane Wright,,YEAR_2,UNCERTAIN_ROLE,UNKNOWN,2025-12-22
NHL,Owen Power,,YEAR_2,UNCERTAIN_ROLE,UNKNOWN,2025-12-22
NHL,Luke Hughes,,YEAR_2,UNCERTAIN_ROLE,UNKNOWN,2025-12-22
NHL,Simon Nemec,,YEAR_2,UNCERTAIN_ROLE,UNKNOWN,2025-12-22
NHL,Matty Beniers,,YEAR_2,UNCERTAIN_ROLE,UNKNOWN,2025-12-22
NHL,Wyatt Johnston,,YEAR_2,UNCERTAIN_ROLE,UNKNOWN,2025-12-22
NHL,Jesper Bratt,,YEAR_2,UNCERTAIN_ROLE,UNKNOWN,2025-12-22
NHL,Dylan Cozens,,YEAR_2,UNCERTAIN_ROLE,UNKNOWN,2025-12-22
NHL,Tim Stutzle,,YEAR_2,UNCERTAIN_ROLE,UNKNOWN,2025-12-22
NHL,Cole Caufield,,YEAR_2,UNCERTAIN_ROLE,UNKNOWN,2025-12-22
NHL,Nick Suzuki,,YEAR_2,UNCERTAIN_ROLE,UNKNOWN,2025-12-22
NHL,Wayne Gretzky,,RETIRED_HOF,RETIRED_ICON,UNKNOWN,2025-12-22
NHL,Mario Lemieux,,RETIRED_HOF,RETIRED_ICON,UNKNOWN,2025-12-22
NHL,Bobby Orr,,RETIRED_HOF,RETIRED_ICON,UNKNOWN,2025-12-22
NHL,Gordie Howe,,RETIRED_HOF,RETIRED_ICON,UNKNOWN,2025-12-22
NHL,Maurice Richard,,RETIRED_HOF,RETIRED_ICON,UNKNOWN,2025-12-22
NHL,Jean Beliveau,,RETIRED_HOF,RETIRED_ICON,UNKNOWN,2025-12-22
NHL,Guy Lafleur,,RETIRED_HOF,RETIRED_ICON,UNKNOWN,2025-12-22
NHL,Jaromir Jagr,,RETIRED_HOF,RETIRED_ICON,UNKNOWN,2025-12-22
NHL,Mark Messier,,RETIRED_HOF,RETIRED_ICON,UNKNOWN,2025-12-22
NHL,Steve Yzerman,,RETIRED_HOF,RETIRED_ICON,UNKNOWN,2025-12-22
NHL,Patrick Roy,,RETIRED_HOF,RETIRED_ICON,UNKNOWN,2025-12-22
NHL,Dominik Hasek,,RETIRED_HOF,RETIRED_ICON,UNKNOWN,2025-12-22
NHL,Martin Brodeur,,RETIRED_HOF,RETIRED_ICON,UNKNOWN,2025-12-22
NHL,Brett Hull,,RETIRED_HOF,RETIRED_ICON,UNKNOWN,2025-12-22
NHL,Teemu Selanne,,RETIRED_HOF,RETIRED_ICON,UNKNOWN,2025-12-22
NHL,Paul Coffey,,RETIRED_HOF,RETIRED_ICON,UNKNOWN,2025-12-22
NHL,Ray Bourque,,RETIRED_HOF,RETIRED_ICON,UNKNOWN,2025-12-22
NHL,Nicklas Lidstrom,,RETIRED_HOF,RETIRED_ICON,UNKNOWN,2025-12-22
NHL,Phil Esposito,,RETIRED_HOF,RETIRED_ICON,UNKNOWN,2025-12-22
NHL,Al MacInnis,,RETIRED_HOF,RETIRED_ICON,UNKNOWN,2025-12-22
