sport,playerName,aliases,careerStage,roleTier,positionGroup,lastUpdated
MLB,Jose Altuve,,PRIME,SOLID_STARTER,HITTER,2025-12-22
MLB,Alex Bregman,,PRIME,SOLID_STARTER,HITTER,2025-12-22
MLB,Christian Yelich,,PRIME,SOLID_STARTER,HITTER,2025-12-22
MLB,Ketel Marte,,PRIME,SOLID_STARTER,HITTER,2025-12-22
MLB,Bryan Reynolds,,PRIME,SOLID_STARTER,HITTER,2025-12-22
MLB,Seiya Suzuki,,PRIME,SOLID_STARTER,HITTER,2025-12-22
MLB,Michael Harris II,,PRIME,SOLID_STARTER,HITTER,2025-12-22
MLB,Isaac Paredes,,PRIME,SOLID_STARTER,HITTER,2025-12-22
MLB,Anthony Santander,,PRIME,SOLID_STARTER,HITTER,2025-12-22
MLB,Cody Bellinger,,PRIME,SOLID_STARTER,HITTER,2025-12-22
MLB,George Springer,,PRIME,SOLID_STARTER,HITTER,2025-12-22
MLB,Dansby Swanson,,PRIME,SOLID_STARTER,HITTER,2025-12-22
MLB,Ian Happ,,PRIME,SOLID_STARTER,HITTER,2025-12-22
MLB,Gerrit Cole,,PRIME,SOLID_STARTER,PITCHER,2025-12-22
MLB,Jacob deGrom,,PRIME,SOLID_STARTER,PITCHER,2025-12-22
MLB,Max Scherzer,,PRIME,SOLID_STARTER,PITCHER,2025-12-22
MLB,Justin Verlander,,PRIME,SOLID_STARTER,PITCHER,2025-12-22
MLB,Corbin Burnes,,PRIME,SOLID_STARTER,PITCHER,2025-12-22
MLB,Zack Wheeler,,PRIME,SOLID_STARTER,PITCHER,2025-12-22
MLB,Spencer Strider,,PRIME,SOLID_STARTER,PITCHER,2025-12-22
MLB,Sandy Alcantara,,PRIME,SOLID_STARTER,PITCHER,2025-12-22
MLB,Blake Snell,,PRIME,SOLID_STARTER,PITCHER,2025-12-22
MLB,Yu Darvish,,PRIME,SOLID_STARTER,PITCHER,2025-12-22
MLB,Logan Webb,,PRIME,SOLID_STARTER,PITCHER,2025-12-22
MLB,Framber Valdez,,PRIME,SOLID_STARTER,PITCHER,2025-12-22
MLB,George Kirby,,PRIME,SOLID_STARTER,PITCHER,2025-12-22
MLB,Luis Castillo,,PRIME,SOLID_STARTER,PITCHER,2025-12-22
MLB,Max Fried,,PRIME,SOLID_STARTER,PITCHER,2025-12-22
MLB,Zac Gallen,,PRIME,SOLID_STARTER,PITCHER,2025-12-22
MLB,Tarik Skubal,,PRIME,SOLID_STARTER,PITCHER,2025-12-22
MLB,Pablo Lopez,,PRIME,SOLID_STARTER,PITCHER,2025-12-22
MLB,Aaron Nola,,PRIME,SOLID_STARTER,PITCHER,2025-12-22
MLB,Paul Skenes,,YEAR_2,UNCERTAIN_ROLE,UNKNOWN,2025-12-22
MLB,Elly De La Cruz,,YEAR_2,UNCERTAIN_ROLE,UNKNOWN,2025-12-22
MLB,Jackson Holliday,,YEAR_2,UNCERTAIN_ROLE,UNKNOWN,2025-12-22
MLB,Jackson Chourio,,YEAR_2,UNCERTAIN_ROLE,UNKNOWN,2025-12-22
MLB,Wyatt Langford,,YEAR_2,UNCERTAIN_ROLE,UNKNOWN,2025-12-22
MLB,Evan Carter,,YEAR_2,UNCERTAIN_ROLE,UNKNOWN,2025-12-22
MLB,Jasson Dominguez,,YEAR_2,UNCERTAIN_ROLE,UNKNOWN,2025-12-22
MLB,Gunnar Henderson,,YEAR_2,UNCERTAIN_ROLE,UNKNOWN,2025-12-22
MLB,Oneil Cruz,,YEAR_2,UNCERTAIN_ROLE,UNKNOWN,2025-12-22
MLB,Jordan Lawlar,,YEAR_2,UNCERTAIN_ROLE,UNKNOWN,2025-12-22
MLB,Colt Keith,,YEAR_2,UNCERTAIN_ROLE,UNKNOWN,2025-12-22
MLB,Masyn Winn,,YEAR_2,UNCERTAIN_ROLE,UNKNOWN,2025-12-22
MLB,James Wood,,YEAR_2,UNCERTAIN_ROLE,UNKNOWN,2025-12-22
MLB,Junior Caminero,,YEAR_2,UNCERTAIN_ROLE,UNKNOWN,2025-12-22
MLB,Kyle Harrison,,YEAR_2,UNCERTAIN_ROLE,UNKNOWN,2025-12-22
MLB,Yoshinobu Yamamoto,,YEAR_2,UNCERTAIN_ROLE,UNKNOWN,2025-12-22
MLB,Roki Sasaki,,YEAR_2,UNCERTAIN_ROLE,UNKNOWN,2025-12-22
MLB,Babe Ruth,,RETIRED_HOF,RETIRED_ICON,UNKNOWN,2025-12-22
MLB,Mickey Mantle,,RETIRED_HOF,RETIRED_ICON,UNKNOWN,2025-12-22
MLB,Hank Aaron,,RETIRED_HOF,RETIRED_ICON,UNKNOWN,2025-12-22
MLB,Willie Mays,,RETIRED_HOF,RETIRED_ICON,UNKNOWN,2025-12-22
MLB,Ted Williams,,RETIRED_HOF,RETIRED_ICON,UNKNOWN,2025-12-22
MLB,Ty Cobb,,RETIRED_HOF,RETIRED_ICON,UNKNOWN,2025-12-22
MLB,Lou Gehrig,,RETIRED_HOF,RETIRED_ICON,UNKNOWN,2025-12-22
MLB,Stan Musial,,RETIRED_HOF,RETIRED_ICON,UNKNOWN,2025-12-22
MLB,Ken Griffey Jr.,,RETIRED_HOF,RETIRED_ICON,UNKNOWN,2025-12-22
MLB,Nolan Ryan,,RETIRED_HOF,RETIRED_ICON,UNKNOWN,2025-12-22
MLB,Cal Ripken Jr.,,RETIRED_HOF,RETIRED_ICON,UNKNOWN,2025-12-22
MLB,Derek Jeter,,RETIRED_HOF,RETIRED_ICON,UNKNOWN,2025-12-22
MLB,Barry Bonds,,RETIRED_HOF,RETIRED_ICON,UNKNOWN,2025-12-22
MLB,Albert Pujols,,RETIRED_HOF,RETIRED_ICON,UNKNOWN,2025-12-22
MLB,Ichiro Suzuki,,RETIRED_HOF,RETIRED_ICON,UNKNOWN,2025-12-22
MLB,Mariano Rivera,,RETIRED_HOF,RETIRED_ICON,UNKNOWN,2025-12-22
MLB,Mike Piazza,,RETIRED_HOF,RETIRED_ICON,UNKNOWN,2025-12-22
MLB,Sandy Koufax,,RETIRED_HOF,RETIRED_ICON,UNKNOWN,2025-12-22
MLB,Jackie Robinson,,RETIRED_HOF,RETIRED_ICON,UNKNOWN,2025-12-22
MLB,Roberto Clemente,,RETIRED_HOF,RETIRED_ICON,UNKNOWN,2025-12-22
